ID	Tweet	anger	disgust	fear	joy	sadness	surprise
2018-En-03807	hoseok was in a state of awe. it was his first time to see something like this, authentic/real after being groomed and growing up in the	0	0	0	0	0	1
2018-En-02847	Tonight taught me that it's ok to open up about the past and let emotion take over. #getreal #cry	0	0	0	0	1	0
2018-En-01465	I've been wanting to do a shoot at the waterfall but after I saw a snake at the river I'm scared now 🙁	0	0	1	0	0	0
2018-En-01092	We must accept finite disappointment, but we must never lose infinite hope. - Martin Luther King Jr. #hope #disappointment	0	0	0	0	1	0
2018-En-03946	we averaging 2 anxiety attacks a day now. 'chea.	0	0	1	0	0	0
2018-En-03905	Don't forget to choose #sunshinehorses on #smile this #PrimeDay	0	0	0	1	0	0
2018-En-02637	Why  o they call it a happy mea. if it tastes like a whole lot like depression.	0	0	0	0	1	0
2018-En-03140	Happy happy birthday to the girl who never fails to brighten up everyone's day! Thank you for everything! I'll always be here for you. 🤗	0	0	0	1	0	0
2018-En-01582	I dreamt that my dog, Snoopy, came back to life. Man I miss that dog 🙁	0	0	0	0	1	0
2018-En-00605	@nwg83 I keep expecting it to happen. 😟 	0	0	0	0	1	0
2018-En-00145	When you get a 3/3 in origin tipping 	0	0	0	1	0	0
2018-En-02879	Still at school 🙁	0	0	0	0	1	0
2018-En-03561	when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath	0	0	0	0	1	0
2018-En-00362	@SteveConteNYC lovely! 😀	0	0	0	1	0	0
2018-En-03712	You can pair me with your smartphone. Just lay it on me and by spinning I'll pair it into pieces / #smart #playful #washer #IoT	0	0	0	1	0	0
2018-En-01898	@SBS_MTV #더쇼 #GOT7 #니가하면 rthrc #IFYOUDO #mad treeq	1	0	0	0	0	0
2018-En-03176	Ot6 still exist? #julid #deletesoon 	0	0	1	0	0	0
2018-En-00474	@HundredRecs Nashville Sound lyric book edition! #glee	0	0	0	1	0	0
2018-En-02379	@HUUEducation Thanks! Happy there are other sabbs here. Hope we can talk at lunch :)	0	0	0	1	0	0
2018-En-03588	@gaybookgeek Yes, that immediately made me fearful of the rest of the books in the list.	0	0	1	0	0	0
2018-En-03956	wanna hangout with mah bessy ☹	0	0	0	0	1	0
2018-En-00424	@ToddWestervelt Psalm 109:17\nAs he loved #cursing, so let it come to him; As he did not #delight in #blessing, so let it be far from [1/2]	0	0	0	1	0	0
2018-En-01905	@ARnews1936 @kdsats72 Americans do not spank their children, and they are a God fearing people who knows the biggest sin is hypocrisy.	0	0	1	0	0	0
2018-En-03050	I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed	0	0	0	0	1	0
2018-En-00596	How fast the car can speed in not the concern but can the car stop in time incase of an emergency that is what u shud think about.	1	0	0	0	0	0
2018-En-01578	@AvrilLavigne Mom A. i saw ur insta, why? ur picture black in white, but☝ it's nice ur smile :) winner💕💕🌸🌸🌸	0	0	0	1	0	0
2018-En-01508	(Looking forward to Charles tweets more than the announcement)!\n[-Q] #nervous	0	0	1	0	0	0
2018-En-01834	Before I even understood what was happening, I'd feel this pang of sadness whenever we parted 😥 #firstlove #bliss #books #lovehurts	0	0	0	0	1	0
2018-En-00289	@Transition My perception of J culture is that they would be torn between the ritualistic act, and the indignity of the experience :-)	0	0	1	0	0	0
2018-En-01439	We're just a bunch of sad kids trying to cheer each other up..	0	0	0	0	1	0
2018-En-00126	@ChildersRadio @gracepotter #adorable little pony	0	0	0	1	0	0
2018-En-00277	@TomLoy247 @247Sports So depressing.. started out so strong.. need to win some games and get back on track	0	0	0	0	1	0
2018-En-03530	I hope my eyes were camera that records all happy moments+	0	0	0	1	0	0
2018-En-00074	@ananavarro Stop fearing and stop fearmongering. You are much better than that.	0	0	1	0	0	0
2018-En-04027	Perez will gladly give Morata to Chelsea for some £60m. It's United he holds a 'fax' grudge with.	1	0	0	0	0	0
2018-En-00527	@capitcls It really is. And it was a normal thing a few years ago but it should've stayed in the past by now.	0	0	0	0	1	0
2018-En-03207	When I chirp, shawty, chirp back.	0	0	0	1	0	0
2018-En-01122	I can drive you crazy without each other, chase each other but it was supposed to go again.\n I see you, my sadness, Be my	0	0	0	0	1	0
2018-En-01009	U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(	0	0	0	0	1	0
2018-En-04026	@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  ♥♥♥♥♥	0	0	0	1	0	0
2018-En-00939	@INFOSMESSl Happy birthday, hope you have a good day!	0	0	0	1	0	0
2018-En-04049	@FoxySnaps @NengoHD @SGalehaut How did you attend men 😱	0	0	0	0	0	1
2018-En-02716	#ThursdayThoughts The richest wealth is #Wisdom, the strongest weapon is #peace, the best security is #faith &amp; the best tonic is #laughter	0	0	0	1	0	0
2018-En-01816	The @StandardDiary nailing @SarahTheDuchess the other day was very amusing! 'I've written 56 books... ' @standardnews #hilarious #funny	0	0	0	1	0	0
2018-En-01697	If the original 'We don't have to take our clothes off' doesn't cheer me up, we're in trouble	0	0	1	0	0	0
2018-En-00073	@Skinnytaste made your Chicken Tikka Masala w/ cauliflower &amp; peas tonight. So delicious didn't even get a chance to snap a pic! #delicious	0	0	0	1	0	0
2018-En-01364	An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends	0	0	0	0	1	0
2018-En-02049	If you're nervous about tomorrow's #Origin game, just remember, if it's a decider next year it will again be the 'biggest game of all time'	0	0	1	0	0	0
2018-En-04088	@13ReasonsWhy The little details in life can build up to things that could affect you negatively and eventually make unhappy and lonely.	0	0	0	0	1	0
2018-En-02958	@_thatMDgirl good to know 👌🏼 I'm hard to offend when it comes to tmi shit lol	0	0	0	1	0	0
2018-En-02260	Prep for @edfringe to avoid sadness. Get tix for Edgartown + Walls and Bridges - both devised by @hello_acs  #WorldFringeDay	0	0	0	0	1	0
2018-En-00796	@GunnerGale Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans! 	0	0	0	1	0	0
2018-En-02973	I want a friendship group like in Friends 😧	0	0	0	0	1	0
2018-En-04025	I'm actually so incredibly happy that my soul and by body connected and I'm able to have amazing time while living on this planet.Grateful🙏🏼	0	0	0	1	0	0
2018-En-00089	That morning when you get half-way to work and THEN realize the 4 year old is still in the back seat.  #backtrack	0	0	0	0	0	1
2018-En-00597	My friend told me his dead wife's profile has been active within 24 hours on a dating site #onlinedating #nightmare	0	0	1	0	0	0
2018-En-02242	If ISIS is beheaded, they will be much easier to defeat, fewer casualties - so the theory goes. #terrorism	0	0	1	0	0	0
2018-En-02890	Creator, Jack Dorsey: 'The definition [of #Twitter] was 'a short burst of inconsequential information,' and 'chirps from birds'.'	0	1	0	0	0	0
2018-En-03777	Note to self: Don’t get discouraged by what you’re going through. Your time is coming. Where you are is not where you’re going to stay.	0	0	0	0	1	0
2018-En-00266	Day 10 !!!! #milestone #sober slept 12 hours last night rather than my usual 6 my body made me had no choice.	0	0	0	0	1	0
2018-En-00651	Appointment: 7:30AM\nOffice hours for today: 8AM-??PM\nMe:\nMe: anxiety?	0	0	1	0	0	0
2018-En-00704	Does #fear of #Missions still have a hold on you? Are you so busy looking for opportunities you cannot see anything else? Matthew 10: 27-33	0	0	1	0	0	0
2018-En-00270	She gave me a serious fright #scared #loveMyCat	0	0	1	0	0	0
2018-En-03424	People who say nmu are the worst, something has to be going on, tell me I wanna know bout your life that's why I fucking asked, I care 😤	1	0	0	0	0	0
2018-En-02827	@GarimaGupta1508 @SHEROESIndia missing it! Look forward to seeing you all in #Bangalore soon 😀	0	0	0	1	0	0
2018-En-00313	going back to work today is so depressing	0	0	0	0	1	0
2018-En-04152	my blood sugar is 399 and my anxiety is wrecking me and i have court like right now and i made us late bc im fighting w my mom #great #good	0	0	1	0	0	0
2018-En-03938	everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but I think it's sad.	0	0	0	0	1	0
2018-En-02617	Let go of resentment, it will hold you back, do not worry about what could of been, what is to come is what matters.	0	0	0	0	1	0
2018-En-03034	Once I'll graduate, I hope I'll have the time to start learning Finnish on my own because I've been putting it off for quite too long 😢	0	0	0	0	1	0
2018-En-02410	“Tell me, Doctor, are you afraid of #death?'\n'I guess it depends on how you #die.”	0	0	1	0	0	0
2018-En-03837	@Legendaerie Yeah, she just this tight boiling knot of anxiety and anticipation too.  Be writing in a bit - still working around house atm.	0	0	1	0	0	0
2018-En-04114	Love implies anger. The man who is angered by nothing cares about nothing. ~Edward Abbey #love	0	0	0	1	0	0
2018-En-00307	That moment you pour your heart and soul to a girl, she reads the message, but doesn't reply #love  #relationship #help #idontknow	0	0	0	0	1	0
2018-En-01620	@daiyantrisha Then dont disappoint them 😂	0	0	0	0	1	0
2018-En-04094	@1DJigglypuff It will haunt me now till i make a cover 😂😩	0	0	1	0	0	0
2018-En-00945	My love for black people does not mean I resent white people.	1	0	0	0	0	0
2018-En-00167	If you let your insecurities get the best of you,  you will hurt someone unwillingly. I've learned that!  #tired #blah	0	0	0	0	1	0
2018-En-02085	@joeboxerparker @Tyson_Fury Looking forward to the big fella's comeback... #furious	1	0	0	0	0	0
2018-En-00465	@ShanderShow, love the Cuz, but he takes umbrage at people who are not all Eagled up.	0	1	0	0	0	0
2018-En-01228	@trash_addict Things I've been called/heard with literally no provocation. I've just played and talked about the game:	0	0	0	1	0	0
2018-En-00415	Post vacation blues are so real 😔	0	0	0	0	1	0
2018-En-01397	Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f	0	0	0	1	0	0
2018-En-00327	@MerkTheWorld This thread is hilarious!!!!	0	0	0	1	0	0
2018-En-01261	Why is @DonaldJTrumpJr 'busted' bc he spoke w/Russian lawyer? He's a world bizman. Where was the outrage bc @SenSanders honeymooned there?	1	0	0	0	0	0
2018-En-03485	Best thing about the #bossbaby film has to be the wizard alarm clock doing lotr quotes! 	0	0	0	1	0	0
2018-En-03564	@Bills_Chick i go back at the end of each year and look at the swag they marketed, to include last years training camp guide #depressing	0	0	0	0	1	0
2018-En-01920	Massive night tonight with the decider! Who you got? @QLDmaroons or @NSWRL ??? Can the #blues get it done?! #origin #StateOfOrigin	0	0	0	1	0	0
2018-En-04280	@ghibIiyoongi happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕	0	0	0	1	0	0
2018-En-00483	@blackvoices Keep it up @gucci1017 #sober clear minded I see you over in Europe on tour killing the game right now!	0	0	0	1	0	0
2018-En-02357	“Among the things you can give and still keep are your word, a #smile, and a grateful #heart.” @TheZigZiglar #Success #Leadership	0	0	0	1	0	0
2018-En-03568	@chrysstals But sadly.. you are too busy with your new drama 😞	0	0	0	0	1	0
2018-En-00043	it takes sadness to know happiness\nabsence to value presence	0	0	0	0	1	0
2018-En-01208	@Craig_DG @lillepwss I think this might sadly be too late for @DuncanWeldon or @jimwaterson…	0	0	0	0	1	0
2018-En-01787	In our daily liveswe must see that it is not happiness that makes us grateful but being grateful that makes us happy.	0	0	0	1	0	0
2018-En-04273	@PolitiBunny Exhausting for us. Imagine being so tightly wrapped that you're writing these 'think pieces' at such a furious rate. #medicated	1	0	0	0	0	0
2018-En-02057	@atrsya_ You truly decide your own happiness 😊	0	0	0	1	0	0
2018-En-03613	Finished #LayersofFear by @BlooberTeam. Great psychological horror game with its own unique flair. Jump scares galore, but also subtlety.	0	0	1	0	0	0
2018-En-01795	That's not to be all depressing and suicidal (although it could apply) but I never had it in me to find a passion and stick to it.	0	0	0	0	1	0
2018-En-02989	@muqryyy happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻	0	0	0	1	0	0
2018-En-02472	@emaalymaae Looks beautiful 😘	0	0	0	1	0	0
2018-En-00715	.@guardian \nSoft-focus interview by a fellow Friend of Israel. #dull	0	1	0	0	0	0
2018-En-03407	Prepare to suffer the sting of Ghost Rider's power! Prepare to know the true meaning of hell!	1	0	0	0	0	0
2018-En-00531	Its not only okay to curse, its heathy. The act of profanity is therapeutic &amp; kind, used to burst people from a insulated bubble of #apathy.	1	0	0	0	0	0
2018-En-02251	@TorontoHydro @cityplacera When will 15 Fort York have power? 2:01am and it's still #dark	0	0	1	0	0	0
2018-En-00847	@KatRamsland 'call to action by TV host John Oliver, who urged viewers to leave comments expressing their displeasure at the FCC's policies.	0	0	0	0	1	0
2018-En-00331	Tip of the day: don't google filling a cavity if it's your first one ever. #terrified #firstcavity 😰	0	0	1	0	0	0
2018-En-00200	Codes? Lyft codes? We got em! Use: OATH #Great deals are here for you now  #LOVEISLOVE	0	0	0	1	0	0
2018-En-00286	@DOBrienAJC What did you do to rile up all the Roberts?	0	0	0	0	0	1
2018-En-02254	Fools! Little did you know that getting angry and trusting your instincts by walking right into my trap was a mistake!	1	0	0	0	0	0
2018-En-00199	Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it	0	0	0	1	0	0
2018-En-03167	@shedboy23 @fhathast_tha there was a fair bit of raging folk last night... something to do with pension day?	1	0	0	0	0	0
2018-En-01410	@h258_laura @leiafrater I don't like horror movies, leave me alone	0	0	1	0	0	0
2018-En-03924	@BollyBigBolt #cheerful That pink makes the other colours pop! x	0	0	0	1	0	0
2018-En-02327	that moment when you feel meaningless and just feeling like you cant do anything right =*( #foreveralone 	0	0	0	0	1	0
2018-En-02173	@BloodMoonSaint @Tamaishingo22 definitely agree 😊	0	0	0	1	0	0
2018-En-02478	@IvankaTrump What's up w the profile pic?? 	0	0	0	0	0	1
2018-En-00228	@obyezeks #Women#Powerful#Sentiment\nChibok is NIGERIA #concern	0	0	1	0	0	0
2018-En-03884	You won't find #excuses if you seek #optimism. #realtalk	0	0	0	0	0	1
2018-En-02065	Happier than I have been in a long time \n#happy #smiles #beingme #wifey	0	0	0	1	0	0
2018-En-01095	Maggie Smith does not get the credit she deserves 😂 hilarious and brilliant actress!	0	0	0	1	0	0
2018-En-00432	Instead of working on not offending others I wanna work on learning never to get offended. Life's to short to live on a fence #offense	0	0	0	0	1	0
2018-En-03569	#happiness can be found, created or curated.\n\n#depression #DepressionAwareness #Depressed	0	0	0	0	1	0
2018-En-00678	@BachParadise  #DeMario was a player but even an allegation of #sexualassault will ruin a life. Be damned sure it's true. #heartbreaking	0	0	0	0	1	0
2018-En-03804	@bhakt4ever leave it kanna. same thing happened after Uri too. outrage and outrage until Sept 30. anyways re.. will be out today too.	1	0	0	0	0	0
2018-En-02515	So happy Steven and I were together to experience that 💞 she's so beautiful	0	0	0	1	0	0
2018-En-01527	If people tweeting about #loveisland we're as passionate about other topics the world would be a much better place! #dull	0	0	0	0	1	0
2018-En-02086	@sebastiankurz : We need more mutual #trust to increase #security &amp; fight #terrorism &amp; #radicalization in Europe #osce17AUT #Diplomacy140	0	0	1	0	0	0
2018-En-03039	Spread #hope, #peace, #love and #joy NOW! #TuesdayThoughts	0	0	0	1	0	0
2018-En-01414	2nd False Widow in my bedroom.The same place as the last. Thankfully @carlhulyer put it out #scaredtosleep #dontbiteme #notanother1 #phobia	0	0	1	0	0	0
2018-En-02732	gila doh, today sumpah like everyone concern gila esp dia. 😍 #blessed	0	0	0	1	0	0
2018-En-01423	God bless him in Hong Kong! #ex 	0	0	0	1	0	0
2018-En-01704	Love u so much but u always get angry at me😔	0	0	0	0	1	0
2018-En-01475	@magicpencil I'd just whip up a cake batter or cookies &amp; throw it in 😀 bakewell, frangipani is made with almonds	0	0	0	1	0	0
2018-En-03103	@ActuallyNPH @RealJamesWoods I didn't realize you weren't acting... You actually are that guy. #smh  #Hercules #ghostsofmississippi	0	0	0	0	0	1
2018-En-03822	Lying at the pool with John , ice cream , drinks, 29 degrees and listening to busted ✌🏼️ #bliss	0	0	0	1	0	0
2018-En-03068	Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved	0	0	0	0	1	0
2018-En-01227	@mattsamatt @jasonosia #cmbyn does screen  August 4 &amp; 6 at #miff	0	0	0	0	1	0
2018-En-01566	@Traonach It's an evening for lying around doing feck all. Looks like an October evening down here #miserable	0	0	0	0	1	0
2018-En-02190	@edutopia What an innovative way for admin to see what's going on in classrooms! #leadup #awesomeness	0	0	0	1	0	0
2018-En-03874	4. Honestly all of them they all seem so nice but I'm #intimidated	0	0	1	0	0	0
2018-En-02730	I keep it real.. sorry if you get offended 🤷🏽‍♂️	0	0	0	0	1	0
2018-En-01774	Doing my daily devotionals brings  me such 🙌🏽 joy to my life. Its truly #amazing to study his words. #amen #godisgood #dailydevotionals	0	0	0	1	0	0
2018-En-00701	You grieve for those who should not be grieved for;\n#KissablesLoveSMShopmag\nAllOutDenimFor KISSMARC	0	0	0	0	1	0
2018-En-01931	my hair now matches my attitude #fiery	0	0	0	1	0	0
2018-En-03340	@lutonmagoo @GaryLineker @mrjamesob I so love @mrjamesob means @GaryLineker very bright people	0	0	0	1	0	0
2018-En-01592	@KETV Very scary but so glad the nabbed him. Afraid there may be more :(	0	0	1	0	0	0
2018-En-03268	@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 😃	0	0	0	1	0	0
2018-En-00172	@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed	0	0	0	1	0	0
2018-En-03190	Tooth was not lettin me sleep last night #restless	0	0	0	0	1	0
2018-En-01535	@realDonaldTrump Hilarious. What about self reflection??? World laughing at you!	0	0	0	1	0	0
2018-En-03756	Don't frown be meh	1	0	0	0	0	0
2018-En-03881	Nothing wrong with #anger it's how you use it!	1	0	0	0	0	0
2018-En-02928	what does one do with all the bitterness + anger of lack of job security, esp. when one has no obvious manoeuvres to remedy the situation	1	0	0	0	0	0
2018-En-00493	Accidentally looked directly into the solar eclipse. Didn't die. Didn't get superpowers either. #disappointing #SolarEclispe2017	0	0	0	0	1	0
2018-En-00810	Gorkas is angrily unhinged, &amp;lecturing CNN on what?they should cover demanding they go after Hillary Clinton instead of Trump.	1	0	0	0	0	0
2018-En-02239	To represent the #logic re why I'm here doesn't #worry me! What #worries me is what I see before me #globally! That logic doesn't add up	0	0	1	0	0	0
2018-En-03045	@KerryKatona7 Stunner cute like her mum 😃	0	0	0	1	0	0
2018-En-02432	You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365	0	0	0	1	0	0
2018-En-01669	how can u expect me to love something that makes me so unhappy? 😌	0	0	0	0	1	0
2018-En-02642	1-3KohGeーBuddhism verse for cleanse oneself with incense #Buddha	0	0	0	1	0	0
2018-En-02159	Having a movie day with my favorite today 😄 god I love my lil goth bean.	0	0	0	1	0	0
2018-En-03565	@blonderella26 @Seahawksfan7777 @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's gonna have a meltdown 🤣	0	1	0	0	0	0
2018-En-03762	I'm so proud of myself for having a productive morning 😥	0	0	0	1	0	0
2018-En-00518	@StuartCamp My dad ordered my tickets for the show in Hamburg, his name is now printed on the tickets, is the same surname enough? #panic	0	0	1	0	0	0
2018-En-01644	@real_missp I don't have a TV in my room 😟	0	0	0	0	1	0
2018-En-03325	@Muhd_Babba I started reading it but it made no sense kawai I left it 😅	0	1	0	0	0	0
2018-En-02456	@SampathStats Would've been great if he was selected 🙁	0	0	0	0	1	0
2018-En-01690	@kristenyoonsoo @melvillmatic anxiety	0	0	1	0	0	0
2018-En-00943	I was taught, there's nothing out there to #fear; just go out there turn #dreams into #reality, use other people fears to your advantage.	0	0	1	0	0	0
2018-En-01854	Happy happy birthday @mrjaxtaylor  hope your day is f*n awesome! Have a drink or two or five for me!!	0	0	0	1	0	0
2018-En-03521	oh and my alarm should be going off soon for the doctor so that's fun	0	0	0	1	0	0
2018-En-01947	On the bright side ma work pals have treated me too a spotty dotty cookie	0	0	0	1	0	0
2018-En-01716	@shomaristone @TIME Interestingly shocking and sad! American Judiciary is seriously flawed!	0	0	0	0	1	0
2018-En-04253	Geraldo At Large is an effortless, intelligent entertainment, and a fabulous, fun-filled start to the hugely lucrative franchise. #PraiseFOX	0	0	0	1	0	0
2018-En-02709	Tmr is the most important day to determine my future.....I am really nervous xxx	0	0	1	0	0	0
2018-En-04021	Just can't sleep but thinking about you always hmmm. #pensive	0	0	0	0	1	0
2018-En-00427	Is it too early in the year to watch SILENT NIGHT, DEADLY NIGHT and BLACK CHRISTMAS? #horror	0	0	1	0	0	0
2018-En-01083	@chrissyteigen That's a great book.  It will terrify you.	0	0	1	0	0	0
2018-En-03443	better care about yourself than about others because others wont care about you #lonely #sad #depressed	0	0	0	0	1	0
2018-En-01830	'The heart of one person is also cheerful that it may contain the pain of all people.' #francesco #cheerful #love #people #change #God	0	0	0	1	0	0
2018-En-01545	@RazdanNidhi Improve on the makeup dear to avoid reduction in viewership... 	0	0	0	0	1	0
2018-En-00500	@ABCTV @AuSenate @annabelcrabb I confess I didn't watch last week. #bad Are you going to do an episode on accessibility?	0	0	0	0	1	0
2018-En-04091	He #takes his #job #seriously and isn’t #afraid to #let it be #known. #Realestate #Scottadlhoch #Realtor	0	0	0	1	0	0
2018-En-01571	Again, this q. is brought to you by my slight feelings of irritation when I see 'obligated' over 'obliged', and I want to know if I'm right.	1	0	0	0	0	0
2018-En-04226	I loved you even when everyone told me it was a bad choice 😕 #wish #you #stayed #away	0	0	0	0	1	0
2018-En-04163	We join our sister's in #SA as they mourn the death of a bright star #PrudenceMabele. RIP sis, till we meet again. #AfriFem	0	0	0	0	1	0
2018-En-00131	As horrid as it will be to see him move on, let's not rewrite history, he's been our best servant under Hughes, none have out shone him	0	0	1	0	0	0
2018-En-02936	Luca is always so vivid and joyful, he has to be more careful-! //runs after him	0	0	0	1	0	0
2018-En-04324	Finding your passion seems to lift depression. People who are depressed might say they have no passion. But, it can be found. #depression	0	0	0	0	1	0
2018-En-03505	@findingclea im sorry i voted jeans &lt;/3 u look banging who tf needs food anyway when ur a student existential dread feeds us	0	0	0	1	0	0
2018-En-03922	@whatthefarrugia still trembling	0	0	1	0	0	0
2018-En-03995	Subscribe to my YouTube comedy page Greg Offutt #dmv #comedy #film #skits #humor #youtube #webseries #laugh #laughing #lol #thegoshow	0	0	0	1	0	0
2018-En-00271	Don't justify Terrorism as communal hatred. #AmarnathTerrorAttack is sheer Act of cowardice. Let's unite together against terrorism. Luv all	0	0	1	0	0	0
2018-En-04140	Depression &amp; fear come when we're hyper-focused on what we don't have or who we're not instead all that we have and who we are! #contentment	0	0	1	0	0	0
2018-En-02151	@LuckyStarLights I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣	0	0	0	1	0	0
2018-En-00236	yas bret you're always making me laugh ily 😘 @bretmanrock	0	0	0	1	0	0
2018-En-02126	@CNN @cnnbrk what is the #FakeNews of the day? Need my #laughter to start my day. @foxandfriends @realDonaldTrump @kilmeade @PeteHegseth	0	0	0	1	0	0
2018-En-03863	@Deyfresco haha harsh but funny! Depends on which Jones we get. The Jones that fought OSP would have lost to DC imo	0	0	0	1	0	0
2018-En-01129	I've had my share of trials and tests. But you know what? God has always stayed with me and brought me through! 😊\n#Survivor #grateful #truth	0	0	0	1	0	0
2018-En-00303	@honeyfriess Now that's a #HappyThought to start your week!	0	0	0	1	0	0
2018-En-03410	Nothing more fun to do at a day like this 😭☔️🌧 #dark #rainy	0	0	0	1	0	0
2018-En-03769	Welcome Shy Guys Allegiance! Why does asking for a plant seed seem so sexual in Paper Mario? #PaperMario #game #NotSoShyGuys #sexual #funny	0	0	0	0	0	1
2018-En-01616	I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂	0	0	0	1	0	0
2018-En-00791	@zhukov43 I was fearing it'd go on as long as that...	0	0	1	0	0	0
2018-En-01818	﻿Such a serene when you let yourself loose in a breezy weather. Your thoughts are countless at that moment.	0	0	0	1	0	0
2018-En-02719	@miracles_J yaaay finally brave enought to comment on their vlive 😅	0	0	0	1	0	0
2018-En-00411	An #angry #person may lose his/her objectivity, empathy, prudence or thoughtfulness and may cause harm to others.	1	0	0	0	0	0
2018-En-02172	Not a childs play..... Happy Birthday Sir ..be blessed	0	0	0	1	0	0
2018-En-03725	My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️	0	0	0	1	0	0
2018-En-01403	Crikey I left primary school ten years ago 😱 idc what anyone says primary school was the best school years of my life 	0	0	0	1	0	0
2018-En-00672	when will i ever be happy with myself?	0	0	0	0	1	0
2018-En-02774	@Harry_Styles Hi H how are you?Thankyou for always making me smile+being so genuinely kind!You deserve all the happiness in the world.67.801	0	0	0	1	0	0
2018-En-01916	This is true horror anime this one	0	0	1	0	0	0
2018-En-02708	@sundarpichai @Google Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again	0	0	0	0	1	0
2018-En-00237	You can't stay mad at someone who makes you smile.	0	0	0	1	0	0
2018-En-03159	Bertolacci will join Genoa on a dry loan with no option to buy, done deal- Sky....At last he's gone #rejoice	0	0	0	1	0	0
2018-En-01271	@MargoGray48 @waff48 @trentnews @katcampbellwx Good morning Margo! We are😀have a terrific Tuesday dear	0	0	0	1	0	0
2018-En-01979	Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow	0	0	0	1	0	0
2018-En-02620	@MegZ1498 Before 10am town going clean up. Doh fret.	0	0	0	0	1	0
2018-En-02067	Gutted for #andymurray. #sadness #balls #Wimbledon2017 🎾😬🎾	0	0	0	0	1	0
2018-En-01185	When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer	0	0	0	1	0	0
2018-En-00995	'....trying to work out how a band featuring Corin Tucker and Peter Buck (REM) could be so bad.' WAAHHHHH @normanrecords  #devastated	0	0	0	0	1	0
2018-En-00837	The Great and Mighty Warlock edgelordily emanates Eldritch Servant (using a 8th level spell slot) with intent to frighten an enemy Paladin!	0	0	1	0	0	0
2018-En-02594	I should've gotten an apartment with Kenneth 😭	0	0	0	0	1	0
2018-En-00011	““In your anger do not sin”: Do not let the sun go down while you are still angry,”\nEphesians 4:26. #blessed #faith #christ #peace	1	0	0	0	0	0
2018-En-02257	@itstraceyporter Off with work related stress and anxiety	0	0	1	0	0	0
2018-En-00418	Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking	0	0	0	0	1	0
2018-En-01712	It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership	0	0	0	1	0	0
2018-En-02375	When I watch sport at times Andy Murray/rugby, it would be best for me to go into a sound proof box. #animated 😂 😂	0	0	0	1	0	0
2018-En-03344	@TheVintageYear growl like a dog, see if she lifts herself off and gives you space?	1	0	0	0	0	0
2018-En-04156	I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.	0	0	0	1	0	0
2018-En-01909	@mycharlibrown @pcbcat43 Happy birthday Mom what a wonderful cake delivery youre blessed	0	0	0	1	0	0
2018-En-04127	School duties. 😧 good night ppl	0	0	0	0	1	0
2018-En-02595	12 PM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic	0	0	1	0	0	0
2018-En-03110	#moist people aren't #offended by a little typo.	0	1	0	0	0	0
2018-En-02851	@AudaciousBrute_ -- can handle myself.\n[Carl yelled back in fury, blood smeared across his face and clothes. Still holding onto his --	1	0	0	0	0	0
2018-En-02806	ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.	0	0	0	1	0	0
2018-En-04186	For Goldman, it proved to be a PR nightmare. The bank’s investment arm was blasted for snapping up what were labeled “hunger bonds,”	0	0	1	0	0	0
